"PERSON_ID","PLAYER_NAME","SEASON","ROUND_NUMBER","ROUND_PICK","OVERALL_PICK","DRAFT_TYPE","TEAM_ID","TEAM_CITY","TEAM_NAME","TEAM_ABBREVIATION","ORGANIZATION","ORGANIZATION_TYPE","PLAYER_PROFILE_FLAG"
"200788","James Augustine","2006","2","11","41","Draft","1610612753","Orlando","Magic","ORL","Illinois","College/University","1"
"201181","Chris Richard","2007","2","11","41","Draft","1610612750","Minnesota","Timberwolves","MIN","Florida","College/University","1"
"201605","Nathan Jawai","2008","2","11","41","Draft","1610612754","Indiana","Pacers","IND","Cairns Taipans (Australia)","Other Team/Club","1"
"201975","Jodie Meeks","2009","2","11","41","Draft","1610612749","Milwaukee","Bucks","MIL","Kentucky","College/University","1"
"202363","Jarvis Varnado","2010","2","11","41","Draft","1610612748","Miami","Heat","MIA","Mississippi State","College/University","1"
"202721","Darius Morris","2011","2","11","41","Draft","1610612747","Los Angeles","Lakers","LAL","Michigan","College/University","1"
"203116","Tyshawn Taylor","2012","2","11","41","Draft","1610612757","Portland","Trail Blazers","POR","Kansas","College/University","1"
"203479","Jamaal Franklin","2013","2","11","41","Draft","1610612763","Memphis","Grizzlies","MEM","San Diego State","College/University","1"
"203999","Nikola Jokic","2014","2","11","41","Draft","1610612743","Denver","Nuggets","DEN","KK Mega Leks (Serbia)","Other Team/Club","1"
"1626192","Pat Connaughton","2015","2","11","41","Draft","1610612751","Brooklyn","Nets","BKN","Notre Dame","College/University","1"
"1627757","Stephen Zimmerman","2016","2","11","41","Draft","1610612753","Orlando","Magic","ORL","Nevada-Las Vegas","College/University","1"
"1628416","Tyler Dorsey","2017","2","11","41","Draft","1610612737","Atlanta","Hawks","ATL","Oregon","College/University","1"
"1629020","Jarred Vanderbilt","2018","2","11","41","Draft","1610612753","Orlando","Magic","ORL","Kentucky","College/University","1"
"1629672","Eric Paschall","2019","2","11","41","Draft","1610612744","Golden State","Warriors","GSW","Villanova","College/University","1"
"1630200","Tre Jones","2020","2","11","41","Draft","1610612759","San Antonio","Spurs","SAS","Duke","College/University","1"
"1630580","Joe Wieskamp","2021","2","11","41","Draft","1610612759","San Antonio","Spurs","SAS","Iowa","College/University","1"
"1630604","E.J. Liddell","2022","2","11","41","Draft","1610612740","New Orleans","Pelicans","NOP","Ohio State","College/University","1"
"1641735","Amari Bailey","2023","2","11","41","Draft","1610612766","Charlotte","Hornets","CHA","California-Los Angeles","College/University","1"
